,1Y,2Y,3Y,5Y,10Y
1Y,0.032006999120899396,0.03325922575031598,0.034010726324990775,0.03525547153261374,0.03842796422487556
5Y,0.03927403696794634,0.04007486109391969,0.040072246457907364,0.04109322876656164,0.0436336455274748
10Y,0.04218923714031544,0.043115736403141196,0.044097124988139585,0.04624901920952285,0.05345752914372284
